drug,gene_drug,indirect_gene,risk_gene,polypeptide,gene_description,action,specific_function,toxicity,categories,xgb_importance,xgb_absolute_importance,rf_importance,univariate_hr,multivariate_hr
BUSPIRONE,BUSPIRONE,DRD2,GNB4,D(2) dopamine receptor,D(2) dopamine receptor,antagonist,dopamine binding,"The oral LD<sub>50</sub> of buspirone is 196 mg/kg in rat, 655 mg/kg in mouse, 586 mg/kg in dog, and 356 mg/kg in monkey. The intraperitoneal LD<sub>50</sub> is 136 mg/kg in rat and 146 mg/kg in mouse.[L4478,L7381] 

In clinical pharmacology trials, administration of buspirone at the dose of 375 mg/day resulted in symptoms of nausea, vomiting, dizziness, drowsiness, miosis, and gastric distress. Few cases of overdosage that have been reported usually resulted in complete recovery. In case of overdose, the use of general symptomatic and supportive treatment is recommended along with immediate gastric lavage and monitoring of respiration, pulse, and blood pressure.[L4478] ","Agents that produce hypertension, Antidepressive Agents, Azaspirodecanedione Derivatives, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Substrates, Dopamine Antagonists, Dopamine D2 Receptor Antagonists, Drugs that are Mainly Renally Excreted, Miscellaneous Anxiolytics Sedatives and Hypnotics, Nervous System, Neurotransmitter Agents, P-glycoprotein inhibitors, Piperazines, Psycholeptics, Pyrimidines, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Spiro Compounds, Tranquilizing Agents",0.0,0.0,0.0004067854514133,0.7720279791438982,0.7556872654558113
BUSPIRONE,BUSPIRONE,DRD2,SST,D(2) dopamine receptor,D(2) dopamine receptor,antagonist,dopamine binding,"The oral LD<sub>50</sub> of buspirone is 196 mg/kg in rat, 655 mg/kg in mouse, 586 mg/kg in dog, and 356 mg/kg in monkey. The intraperitoneal LD<sub>50</sub> is 136 mg/kg in rat and 146 mg/kg in mouse.[L4478,L7381] 

In clinical pharmacology trials, administration of buspirone at the dose of 375 mg/day resulted in symptoms of nausea, vomiting, dizziness, drowsiness, miosis, and gastric distress. Few cases of overdosage that have been reported usually resulted in complete recovery. In case of overdose, the use of general symptomatic and supportive treatment is recommended along with immediate gastric lavage and monitoring of respiration, pulse, and blood pressure.[L4478] ","Agents that produce hypertension, Antidepressive Agents, Azaspirodecanedione Derivatives, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Substrates, Dopamine Antagonists, Dopamine D2 Receptor Antagonists, Drugs that are Mainly Renally Excreted, Miscellaneous Anxiolytics Sedatives and Hypnotics, Nervous System, Neurotransmitter Agents, P-glycoprotein inhibitors, Piperazines, Psycholeptics, Pyrimidines, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Spiro Compounds, Tranquilizing Agents",0.0,0.0,0.0004067854514133,0.7720279791438982,0.7556872654558113
BUSPIRONE,BUSPIRONE,HTR1A,GNB4,5-hydroxytryptamine receptor 1A,5-hydroxytryptamine receptor 1A,partial agonist,G protein-coupled serotonin receptor activity,"The oral LD<sub>50</sub> of buspirone is 196 mg/kg in rat, 655 mg/kg in mouse, 586 mg/kg in dog, and 356 mg/kg in monkey. The intraperitoneal LD<sub>50</sub> is 136 mg/kg in rat and 146 mg/kg in mouse.[L4478,L7381] 

In clinical pharmacology trials, administration of buspirone at the dose of 375 mg/day resulted in symptoms of nausea, vomiting, dizziness, drowsiness, miosis, and gastric distress. Few cases of overdosage that have been reported usually resulted in complete recovery. In case of overdose, the use of general symptomatic and supportive treatment is recommended along with immediate gastric lavage and monitoring of respiration, pulse, and blood pressure.[L4478] ","Agents that produce hypertension, Antidepressive Agents, Azaspirodecanedione Derivatives, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Substrates, Dopamine Antagonists, Dopamine D2 Receptor Antagonists, Drugs that are Mainly Renally Excreted, Miscellaneous Anxiolytics Sedatives and Hypnotics, Nervous System, Neurotransmitter Agents, P-glycoprotein inhibitors, Piperazines, Psycholeptics, Pyrimidines, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Spiro Compounds, Tranquilizing Agents",0.0,0.0,0.0004067854514133,0.7720279791438982,0.7556872654558113
BUSPIRONE,BUSPIRONE,HTR1A,SST,5-hydroxytryptamine receptor 1A,5-hydroxytryptamine receptor 1A,partial agonist,G protein-coupled serotonin receptor activity,"The oral LD<sub>50</sub> of buspirone is 196 mg/kg in rat, 655 mg/kg in mouse, 586 mg/kg in dog, and 356 mg/kg in monkey. The intraperitoneal LD<sub>50</sub> is 136 mg/kg in rat and 146 mg/kg in mouse.[L4478,L7381] 

In clinical pharmacology trials, administration of buspirone at the dose of 375 mg/day resulted in symptoms of nausea, vomiting, dizziness, drowsiness, miosis, and gastric distress. Few cases of overdosage that have been reported usually resulted in complete recovery. In case of overdose, the use of general symptomatic and supportive treatment is recommended along with immediate gastric lavage and monitoring of respiration, pulse, and blood pressure.[L4478] ","Agents that produce hypertension, Antidepressive Agents, Azaspirodecanedione Derivatives, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Substrates, Dopamine Antagonists, Dopamine D2 Receptor Antagonists, Drugs that are Mainly Renally Excreted, Miscellaneous Anxiolytics Sedatives and Hypnotics, Nervous System, Neurotransmitter Agents, P-glycoprotein inhibitors, Piperazines, Psycholeptics, Pyrimidines, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Spiro Compounds, Tranquilizing Agents",0.0,0.0,0.0004067854514133,0.7720279791438982,0.7556872654558113
BUSPIRONE,BUSPIRONE,DRD4,GNB4,D(4) dopamine receptor,D(4) dopamine receptor,antagonist,dopamine binding,"The oral LD<sub>50</sub> of buspirone is 196 mg/kg in rat, 655 mg/kg in mouse, 586 mg/kg in dog, and 356 mg/kg in monkey. The intraperitoneal LD<sub>50</sub> is 136 mg/kg in rat and 146 mg/kg in mouse.[L4478,L7381] 

In clinical pharmacology trials, administration of buspirone at the dose of 375 mg/day resulted in symptoms of nausea, vomiting, dizziness, drowsiness, miosis, and gastric distress. Few cases of overdosage that have been reported usually resulted in complete recovery. In case of overdose, the use of general symptomatic and supportive treatment is recommended along with immediate gastric lavage and monitoring of respiration, pulse, and blood pressure.[L4478] ","Agents that produce hypertension, Antidepressive Agents, Azaspirodecanedione Derivatives, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Substrates, Dopamine Antagonists, Dopamine D2 Receptor Antagonists, Drugs that are Mainly Renally Excreted, Miscellaneous Anxiolytics Sedatives and Hypnotics, Nervous System, Neurotransmitter Agents, P-glycoprotein inhibitors, Piperazines, Psycholeptics, Pyrimidines, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Spiro Compounds, Tranquilizing Agents",0.0,0.0,0.0004067854514133,0.7720279791438982,0.7556872654558113
BUSPIRONE,BUSPIRONE,DRD3,GNB4,D(3) dopamine receptor,D(3) dopamine receptor,antagonist,"dopamine neurotransmitter receptor activity, coupled via Gi/Go","The oral LD<sub>50</sub> of buspirone is 196 mg/kg in rat, 655 mg/kg in mouse, 586 mg/kg in dog, and 356 mg/kg in monkey. The intraperitoneal LD<sub>50</sub> is 136 mg/kg in rat and 146 mg/kg in mouse.[L4478,L7381] 

In clinical pharmacology trials, administration of buspirone at the dose of 375 mg/day resulted in symptoms of nausea, vomiting, dizziness, drowsiness, miosis, and gastric distress. Few cases of overdosage that have been reported usually resulted in complete recovery. In case of overdose, the use of general symptomatic and supportive treatment is recommended along with immediate gastric lavage and monitoring of respiration, pulse, and blood pressure.[L4478] ","Agents that produce hypertension, Antidepressive Agents, Azaspirodecanedione Derivatives, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Substrates, Dopamine Antagonists, Dopamine D2 Receptor Antagonists, Drugs that are Mainly Renally Excreted, Miscellaneous Anxiolytics Sedatives and Hypnotics, Nervous System, Neurotransmitter Agents, P-glycoprotein inhibitors, Piperazines, Psycholeptics, Pyrimidines, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Spiro Compounds, Tranquilizing Agents",0.0,0.0,0.0004067854514133,0.7720279791438982,0.7556872654558113
SERTRALINE,SERTRALINE,SLC6A3,GPR37,Sodium-dependent dopamine transporter,Sodium-dependent dopamine transporter,inhibitor,amine binding,"The LD50 of sertraline is >2000 mg/kg in rats according to the FDA label.[L9061] One other references indicates an oral LD50 of in mice and rats of 419 - 548 mg/kg and 1327 - 1591mg/kg, respectively.[MSDS]

The most common signs and symptoms associated with a non-fatal sertraline overdose are somnolence, vomiting, tachycardia, nausea, dizziness, agitation, and tremor.[L9016] No cases of fatal overdose with only sertraline have been reported. Most fatal cases are associated with the ingestion of sertraline with other drugs.[A188499] Consequences of a sertraline overdose may include serotonin syndrome, hypertension, hypotension, syncope, stupor, coma, bradycardia, bundle branch block, QT-prolongation, torsade de pointes, delirium, hallucinations, and pancreatitis.[L9016] 
","Agents that reduce seizure threshold, Amines, Antidepressive Agents, Antidepressive Agents Indicated for Depression, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors (moderate), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (weak), Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs causing inadvertant photosensitivity, Hypoglycemia-Associated Agents, Membrane Transport Modulators, Monoamine Oxidase A Substrates, Naphthalenes, Nervous System, Neurotransmitter Agents, Neurotransmitter Uptake Inhibitors, P-glycoprotein inhibitors, Photosensitizing Agents, Psychoanaleptics, Psychotropic Drugs, Selective Serotonin Reuptake Inhibitors, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Serotonin Modulators",0.0,0.0,0.0015208694209967,0.9384909010292656,0.9977404320992648
SERTRALINE,SERTRALINE,SLC6A3,SLC17A6,Sodium-dependent dopamine transporter,Sodium-dependent dopamine transporter,inhibitor,amine binding,"The LD50 of sertraline is >2000 mg/kg in rats according to the FDA label.[L9061] One other references indicates an oral LD50 of in mice and rats of 419 - 548 mg/kg and 1327 - 1591mg/kg, respectively.[MSDS]

The most common signs and symptoms associated with a non-fatal sertraline overdose are somnolence, vomiting, tachycardia, nausea, dizziness, agitation, and tremor.[L9016] No cases of fatal overdose with only sertraline have been reported. Most fatal cases are associated with the ingestion of sertraline with other drugs.[A188499] Consequences of a sertraline overdose may include serotonin syndrome, hypertension, hypotension, syncope, stupor, coma, bradycardia, bundle branch block, QT-prolongation, torsade de pointes, delirium, hallucinations, and pancreatitis.[L9016] 
","Agents that reduce seizure threshold, Amines, Antidepressive Agents, Antidepressive Agents Indicated for Depression, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors (moderate), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (weak), Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs causing inadvertant photosensitivity, Hypoglycemia-Associated Agents, Membrane Transport Modulators, Monoamine Oxidase A Substrates, Naphthalenes, Nervous System, Neurotransmitter Agents, Neurotransmitter Uptake Inhibitors, P-glycoprotein inhibitors, Photosensitizing Agents, Psychoanaleptics, Psychotropic Drugs, Selective Serotonin Reuptake Inhibitors, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Serotonin Modulators",0.0,0.0,0.0015208694209967,0.9384909010292656,0.9977404320992648
DOXAZOSIN,DOXAZOSIN,KCNH2,KCNA4,Voltage-gated inwardly rectifying potassium channel KCNH2,HERG human cardiac K+ channel,inhibitor,delayed rectifier potassium channel activity,"LD50 information

The oral LD50 of doxazosin in mice is >1000 mg/kg.[L7288]

Overdose information

Symptoms of overdose include hypotension, changes in heart rate, and drowsiness.[A180676] Administer supportive treatment in case of an overdose with doxazosin. Remove unabsorbed doxazosin from the gastrointestinal tract, correct hypotension, and closely monitor vital signs.[A180676]
","Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists, Adrenergic Antagonists, Antiadrenergic Agents, Peripherally Acting, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Cardiovascular Agents, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 Substrates, Drugs Used in Benign Prostatic Hypertrophy, Genito Urinary System and Sex Hormones, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Neurotransmitter Agents, OCT1 inhibitors, P-glycoprotein inhibitors, Peripheral alpha-1 blockers, Quinazolines, Urologicals",0.0,0.0,0.0005143793181613,0.9411644455133916,1.0815664051560872
DOXAZOSIN,DOXAZOSIN,KCNH2,KCND2,Voltage-gated inwardly rectifying potassium channel KCNH2,HERG human cardiac K+ channel,inhibitor,delayed rectifier potassium channel activity,"LD50 information

The oral LD50 of doxazosin in mice is >1000 mg/kg.[L7288]

Overdose information

Symptoms of overdose include hypotension, changes in heart rate, and drowsiness.[A180676] Administer supportive treatment in case of an overdose with doxazosin. Remove unabsorbed doxazosin from the gastrointestinal tract, correct hypotension, and closely monitor vital signs.[A180676]
","Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists, Adrenergic Antagonists, Antiadrenergic Agents, Peripherally Acting, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Cardiovascular Agents, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 Substrates, Drugs Used in Benign Prostatic Hypertrophy, Genito Urinary System and Sex Hormones, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Neurotransmitter Agents, OCT1 inhibitors, P-glycoprotein inhibitors, Peripheral alpha-1 blockers, Quinazolines, Urologicals",0.0,0.0,0.0005143793181613,0.9411644455133916,1.0815664051560872
